f_id,event_id,event_name_id,president,event_detail,event_address,event_date_end,event_time_end,event_date_start,event_time_start
4483,14043,1,<blank>,วันศุกร์ที่ 9 ก.ย. 59 เวลา 20.00 น. บรรจุศพ,ศาลา 2 วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-08,<blank>,2016-09-05,<blank>
4483,14044,19,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-10-02,17:00
4484,14045,1,<blank>,<blank>,ศาลา 1 วัดโสมนัสวิหาร ตำบลวัดโสมนัส จังหวัดกรุงเทพมหานคร   ,2016-09-10,18:30,2016-09-06,18:30
4484,14046,9,<blank>,<blank>,วัดโสมนัสวิหาร ตำบลวัดโสมนัส จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-11,14:00
4485,14047,1,<blank>,<blank>,ศาลา 4 วัดโสมนัสวิหาร ตำบลวัดโสมนัส จังหวัดกรุงเทพมหานคร   ,2016-09-06,<blank>,2016-09-02,<blank>
4485,14048,3,<blank>,<blank>,วัดโสมนัสวิหาร ตำบลวัดโสมนัส จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-07,17:00
4486,14049,1,<blank>,ศุกร์ 9 ก.ย. 59 พักสวด,ศาลา 7 วัดโสมนัสวิหาร ตำบลวัดโสมนัส จังหวัดกรุงเทพมหานคร   ,2016-09-08,<blank>,2016-09-06,<blank>
4486,14050,9,<blank>,<blank>,วัดโสมนัสวิหาร ตำบลวัดโสมนัส จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-10,15:30
4487,14051,15,<blank>,<blank>,ศาลา 2 วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,0000-00-00,<blank>,2016-09-10,16:30
4487,14052,1,<blank>,*กรุณางดพวงหรีด,ศาลา 2 วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,2016-09-14,19:00,2016-09-10,19:00
4488,14053,1,<blank>,<blank>,ศาลา 4 สิทธิสยามการ วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,2016-09-16,19:00,2016-09-10,19:00
4488,14054,19,<blank>,<blank>,วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,18:00
4489,14055,3,<blank>,<blank>,วัดเทพลีลา ตำบลหัวหมาก จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-11,17:00
4838,14713,19,<blank>,<blank>,วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-12-17,14:00
4838,14712,1,<blank>,<blank>,ศาลา 6 วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,2016-12-16,<blank>,2016-12-10,<blank>
4837,14711,19,<blank>,<blank>,วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-12-18,17:00
4494,14062,10,<blank>,<blank>,วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,2016-09-17,21:00,2016-09-17,15:00
4494,14063,9,<blank>,<blank>,วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,15:00
4495,14064,1,<blank>,<blank>,ศาลา 3 วัดลาดปลาเค้า ตำบลจรเข้บัว จังหวัดกรุงเทพมหานคร   ,2016-09-14,<blank>,2016-09-12,<blank>
4495,14065,9,<blank>,<blank>,วัดลาดปลาเค้า ตำบลจรเข้บัว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-15,17:00
4496,14066,1,<blank>,<blank>,ศาลา 11 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,2016-09-18,<blank>,2016-09-12,<blank>
4496,14067,3,<blank>,<blank>,เมรุ 1 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-19,16:00
4497,14068,1,<blank>,<blank>,ศาลา 15 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,2016-09-17,<blank>,2016-09-13,<blank>
4497,14069,9,<blank>,<blank>,เมรุ 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,13:00
4498,14070,1,<blank>,<blank>,ศาลา 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,2016-09-17,<blank>,2016-09-14,<blank>
4498,14071,2979,<blank>,<blank>,วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,19:30
4499,14072,1,<blank>,<blank>,ศาลา 6 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,2016-09-14,<blank>,2016-09-12,<blank>
4499,14073,9,<blank>,<blank>,เมรุ 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-15,14:00
4500,14074,1,<blank>,<blank>,ศาลา 8 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,2016-09-17,<blank>,2016-09-13,<blank>
4500,14075,9,<blank>,<blank>,เมรุ 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,16:00
4501,14076,1,<blank>,<blank>,ศาลา 12 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,2016-09-19,18:30,2016-09-13,18:30
4501,14077,3,<blank>,<blank>,เมรุ 1 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,0000-00-00,<blank>,2016-09-20,16:00
4502,14078,1,<blank>,<blank>,ศาลา 14 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,2016-09-14,<blank>,2016-09-12,<blank>
4502,14079,3,<blank>,<blank>,เมรุ 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-15,17:00
4503,14080,1,<blank>,<blank>,ศาลา 16 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-14,<blank>
4504,14081,1,<blank>,16 ก.ย. 59 งดสวด,ศาลา 1 วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,2016-09-15,19:00,2016-09-14,19:00
4504,14082,9,<blank>,<blank>,วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,0000-00-00,<blank>,2016-09-17,13:00
4505,14083,1,<blank>,วันที่ 17 ก.ย. 59 สวด2รอบ รอบแรก 18.30 น.,ศาลา 3 วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,2016-09-17,<blank>,2016-09-14,<blank>
4505,14084,9,<blank>,<blank>,วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,0000-00-00,<blank>,2016-09-18,15:00
4506,14085,1,<blank>,<blank>,ศาลา 5 วัดบัวขวัญ ตำบลบางกระสอ จังหวัดนนทบุรี   ,0000-00-00,<blank>,2016-09-13,19:00
4507,14086,1,<blank>,<blank>,ศาลา 7 วัดเสมียนนารี ตำบลลาดยาว จังหวัดกรุงเทพมหานคร   ,2016-09-16,<blank>,2016-09-12,<blank>
4507,14087,9,<blank>,<blank>,วัดเสมียนนารี ตำบลลาดยาว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,15:00
4508,14088,1,<blank>,16 ก.ย. 59 งดสวด,ศาลา 10 วัดเสมียนนารี ตำบลลาดยาว จังหวัดกรุงเทพมหานคร   ,2016-09-15,19:00,2016-09-13,19:00
4508,14089,2,<blank>,<blank>,วัดเสมียนนารี ตำบลลาดยาว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,13:00
4509,14090,1,<blank>,<blank>,ศาลา 4 วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,2016-09-16,<blank>,2016-09-08,<blank>
4509,14091,19,<blank>,<blank>,วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,18:00
4510,14092,1,<blank>,<blank>,ศาลา 30 วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,2016-09-16,<blank>,2016-09-13,<blank>
4510,14093,19,<blank>,<blank>,วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,20:00
4511,14094,1,<blank>,<blank>,ศาลา 5 วัดหัวลำโพง ตำบลสี่พระยา จังหวัดกรุงเทพมหานคร   ,2016-09-18,<blank>,2016-09-12,<blank>
4511,14095,9,<blank>,<blank>,วัดหัวลำโพง ตำบลสี่พระยา จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,17:00
4512,14096,1,<blank>,<blank>,ศาลา 6 วัดเครือวัลย์ ตำบลวัดอรุณ จังหวัดกรุงเทพมหานคร   ,2016-09-16,<blank>,2016-09-13,<blank>
4512,14097,19,<blank>,<blank>,วัดเครือวัลย์ ตำบลวัดอรุณ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,16:00
4513,14098,1,<blank>,<blank>,ศาลา 1 วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,2016-09-15,19:00,2016-09-11,19:00
4513,14099,10,<blank>,<blank>,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,2016-09-16,19:00,2016-09-16,10:00
4513,14100,3,<blank>,<blank>,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,17:00
4514,14101,1,<blank>,20 ก.ย 59 งดสวด,ศาลา 2 วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,2016-09-19,<blank>,2016-09-14,<blank>
4514,14102,9,<blank>,<blank>,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-21,10:30
4515,14103,1,<blank>,<blank>,ศาลา 4 วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,2016-09-17,<blank>,2016-09-14,<blank>
4515,14104,4256,<blank>,<blank>,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,<blank>
4515,14105,9,<blank>,<blank>,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-19,14:00
4516,14106,1,<blank>,<blank>,ศาลา 13 วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,2016-09-16,<blank>,2016-09-13,<blank>
4516,14107,9,<blank>,<blank>,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,14:00
4517,14108,1,<blank>,<blank>,ศาลา 15 วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,2016-09-18,<blank>,2016-09-15,<blank>
4517,14109,10,<blank>,<blank>,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-19,<blank>
4517,14110,5,<blank>,เคลื่อนย้ายศพไปฝัง ณ สุสานศรีคิวรรณสุขาวดี อ.บ้านบึง จ.ชลบุรี,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-20,12:00
4518,14111,1,<blank>,<blank>,ศาลา 5/1 วัดตรีทศเทพ ตำบลบ้านพานถม จังหวัดกรุงเทพมหานคร   ,2016-09-17,<blank>,2016-09-13,<blank>
4518,14112,3,<blank>,<blank>,วัดตรีทศเทพ ตำบลบ้านพานถม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,14:00
4519,14113,1,<blank>,<blank>,ศาลา 1 วัดตรีทศเทพ ตำบลบ้านพานถม จังหวัดกรุงเทพมหานคร   ,2016-09-16,<blank>,2016-09-12,<blank>
4519,14114,3,<blank>,<blank>,วัดตรีทศเทพ ตำบลบ้านพานถม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,15:30
4520,14115,1,<blank>,"17 ก.ย 59 สวด 2 ชุด เวลา 18.00 น, 18.30 น",ศาลา 2 วัดตรีทศเทพ ตำบลบ้านพานถม จังหวัดกรุงเทพมหานคร   ,2016-09-17,<blank>,2016-09-12,<blank>
4520,14116,3,<blank>,<blank>,วัดตรีทศเทพ ตำบลบ้านพานถม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,15:30
4521,14117,1,<blank>,15-16 ก.ย. 59 งดสวด,ศาลา 3 วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-14,19:00,2016-09-11,19:00
4521,14118,3,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,17:00
4522,14119,1,<blank>,<blank>,ศาลา 5 วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-21,19:00,2016-09-15,19:00
4522,14120,19,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,17:00
4523,14121,1,<blank>,<blank>,ศาลา 6 วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-18,<blank>,2016-09-14,<blank>
4523,14122,19,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-19,17:00
4524,14123,1,<blank>,16-17 ก.ย. 59 งดสวด,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-15,<blank>,2016-09-11,<blank>
4524,14124,3,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,17:00
4525,14125,1,<blank>,<blank>,ศาลา 4 วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-17,<blank>,2016-09-13,<blank>
4525,14126,19,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,18:00
4526,14127,1,<blank>,17 ก.ย. 59 งดสวดพระอภิธรรม,ศาลา 2 วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-16,19:00,2016-09-15,19:00
4526,14128,3,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-18,14:00
4527,14129,1,<blank>,<blank>,ศาลา 6 วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-16,<blank>,2016-09-12,<blank>
4527,14130,4353,<blank>,อุทิศร่างกายให้แก่ รพ.ศิริราช,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-17,12:00
4528,14131,1,<blank>,<blank>,ศาลา 9 วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-18,<blank>,2016-09-13,<blank>
4528,14132,4267,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-19,19:30
4529,14133,1,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,2016-09-19,<blank>,2016-09-13,<blank>
4529,14134,3,<blank>,<blank>,วัดมกุฎกษัตริยาราม ตำบลบางขุนพรหม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-20,17:00
4530,14135,18,<blank>,<blank>,ศาลา 8 วัดพระศรีมหาธาตุฯ บางเขน กรุงเทพฯ,2016-09-21,18:30,2016-09-19,18:30
4530,14136,3,<blank>,<blank>,ศาลา 8 วัดพระศรีมหาธาตุฯ บางเขน กรุงเทพฯ,0000-00-00,<blank>,2016-09-22,17:00
4836,14709,19,<blank>,<blank>,วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-12-17,12:00
4837,14710,1,<blank>,<blank>,ศาลา 5 วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,2016-12-17,<blank>,2016-12-15,<blank>
4890,14812,1,<blank>,<blank>,ศาลา6 วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,2017-01-06,<blank>,2016-12-28,<blank>
4836,14708,1,<blank>,<blank>,ศาลา 4 วัดธาตุทอง ตำบลพระโขนง จังหวัดกรุงเทพมหานคร   ,2016-12-16,<blank>,2016-12-12,<blank>
4533,14139,3,<blank>,เวลา 14030 น.ขับเสภา เรื่อง ศึกจระเข้  \r\nเวลา 15.30 น. การแสดงหุ่นกระบอกโจ-หลุยส์ ตอนจับนาง ,ณ เมรุวัดบางประกอก,0000-00-00,<blank>,2016-09-24,17:00
4534,14140,18,<blank>,<blank>,ณ ศาลา 1 วัดนาวง ต.หลักหก อ.เมือง จ.ปทุมธานี,2016-09-22,19:00,2016-09-20,19:00
4534,14141,3840,<blank>,<blank>,ณ ศาลา 1 วัดนาวง ต.หลักหก อ.เมือง จ.ปทุมธานี,0000-00-00,<blank>,2016-09-25,15:00
4535,14142,1,<blank>,<blank>,ศาลา 5 วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,2016-09-21,<blank>,2016-09-19,<blank>
4535,14143,9,<blank>,<blank>,วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-22,15:00
4536,14144,1,<blank>,<blank>,ศาลา 9 วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,2016-09-23,19:00,2016-09-20,19:00
4536,14145,19,<blank>,<blank>,วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-24,15:00
4537,14146,1,<blank>,<blank>,ศาลา 8 วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,2016-09-24,<blank>,2016-09-20,<blank>
4537,14147,9,<blank>,<blank>,วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-25,15:00
4538,14148,1,<blank>,<blank>,ศาลา 7 วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,2016-09-21,19:00,2016-09-17,19:00
4538,14149,19,<blank>,<blank>,วัดลาดพร้าว ตำบลลาดพร้าว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-22,18:00
4539,14150,1,<blank>,<blank>,ศาลา 11 วัดนวลจันทร์ ตำบลคลองกุ่ม จังหวัดกรุงเทพมหานคร   ,2016-09-21,<blank>,2016-09-16,<blank>
4539,14151,9,<blank>,<blank>,วัดนวลจันทร์ ตำบลคลองกุ่ม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-22,14:00
4540,14152,1,<blank>,<blank>,ศาลา 9 วัดนวลจันทร์ ตำบลคลองกุ่ม จังหวัดกรุงเทพมหานคร   ,2016-09-21,<blank>,2016-09-15,<blank>
4540,14153,9,<blank>,<blank>,วัดนวลจันทร์ ตำบลคลองกุ่ม จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-22,16:00
4541,14154,1,<blank>,<blank>,ศาลา 2 วัดศิริพงษ์ธรรมนิมิต ตำบลท่าแร้ง จังหวัดกรุงเทพมหานคร   ,2016-09-21,<blank>,2016-09-18,<blank>
4541,14155,9,<blank>,<blank>,วัดศิริพงษ์ธรรมนิมิต ตำบลท่าแร้ง จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-22,16:00
4542,14156,1,<blank>,<blank>,ศาลา 8 วัดลาดปลาเค้า ตำบลจรเข้บัว จังหวัดกรุงเทพมหานคร   ,2016-09-19,<blank>,2016-09-18,19:00
4542,14157,9,<blank>,<blank>,วัดลาดปลาเค้า ตำบลจรเข้บัว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-25,16:00
4543,14158,1,<blank>,<blank>,ศาลา 6 วัดลาดปลาเค้า ตำบลจรเข้บัว จังหวัดกรุงเทพมหานคร   ,2016-09-24,19:00,2016-09-20,19:00
4543,14159,9,<blank>,<blank>,วัดลาดปลาเค้า ตำบลจรเข้บัว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-25,17:00
4544,14160,1,<blank>,<blank>,ศาลา 1 วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,2016-09-22,19:00,2016-09-18,19:00
4544,14161,9,<blank>,<blank>,วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,0000-00-00,<blank>,2016-09-24,10:00
4545,14162,1,<blank>,<blank>,ศาลา 2 วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,2016-09-22,<blank>,2016-09-20,<blank>
4545,14163,9,<blank>,<blank>,วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,0000-00-00,<blank>,2016-09-23,10:00
4546,14164,1,<blank>,24 ก.ย. 59 งดสวด,ศาลา 11 วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,2016-09-23,<blank>,2016-09-19,<blank>
4546,14165,3,<blank>,<blank>,วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,0000-00-00,<blank>,2016-09-25,13:00
4547,14166,1,<blank>,23-24 ก.ย. 59,ศาลา 3 วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,2016-09-22,<blank>,2016-09-18,<blank>
4547,14167,3,<blank>,<blank>,วัดชลประทานรังสฤษดิ์ ตำบลบางตลาด จังหวัดนนทบุรี   ,0000-00-00,<blank>,2016-09-25,17:00
4548,14168,1,<blank>,<blank>,ศาลา 19 วัดเสมียนนารี ตำบลลาดยาว จังหวัดกรุงเทพมหานคร   ,2016-09-23,<blank>,2016-09-19,<blank>
4548,14169,19,<blank>,<blank>,วัดเสมียนนารี ตำบลลาดยาว จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-24,15:00
4549,14170,1,<blank>,<blank>,ศาลา 3 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,2016-09-24,<blank>,2016-09-20,<blank>
4549,14171,9,<blank>,<blank>,เมรุ 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-25,14:00
4550,14172,1,<blank>,<blank>,ศาลา 5 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,2016-09-19,<blank>,2016-09-15,<blank>
4550,14173,9,<blank>,<blank>,เมรุ 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-20,17:00
4551,14174,1,<blank>,<blank>,ศาลา 7 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,2016-09-25,<blank>,2016-09-20,<blank>
4551,14175,9,<blank>,<blank>,เมรุ 1 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-26,17:00
4552,14176,1,<blank>,<blank>,ศาลา 9 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร   ,0000-00-00,<blank>,2016-09-20,<blank>
4552,14177,3,<blank>,<blank>,เมรุ 1 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,0000-00-00,<blank>,2016-09-24,17:00
4553,14178,1,<blank>,<blank>,ศาลา 11 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,2016-09-23,<blank>,2016-09-21,<blank>
4553,14179,9,<blank>,<blank>,เมรุ 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,0000-00-00,<blank>,2016-09-24,14:00
4554,14180,1,<blank>,<blank>,ศาลา 15 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,2016-09-21,<blank>,2016-09-18,<blank>
4554,14181,9,<blank>,<blank>,เมรุ 1 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,0000-00-00,<blank>,2016-09-22,17:00
4555,14182,1,<blank>,<blank>,ศาลา 17 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,2016-09-24,<blank>,2016-09-20,<blank>
4555,14183,3,<blank>,<blank>,เมรุ 1 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,0000-00-00,<blank>,2016-09-25,16:00
4556,14184,1,<blank>,<blank>,ศาลา 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,2016-09-23,<blank>,2016-09-19,<blank>
4556,14185,3,<blank>,<blank>,เมรุ 2 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,0000-00-00,<blank>,2016-09-24,16:00
4557,14186,1,<blank>,<blank>,ศาลา 6 วัดพระศรีมหาธาตุ ตำบลอนุสาวรีย์ จังหวัดกรุงเทพมหานคร,2016-09-26,<blank>,2016-09-20,<blank>
