shop_id,shop_fax,shop_desc,shop_name,shop_site,shop_time,shop_email,shop_provi,shop_amphur,shop_address,shop_district,shop_province,shop_telephone
328,<blank>,จำหน่ายดอกไม้สด รับจัดดอกไม้,ร้าน เจ๊ตู่ คาร์เนชั่น,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,สุพรรณบุรี   ,อู่ทอง   ,ตลาดอู่ทอง   ตำบลอู่ทอง อำเภออู่ทอง สุพรรณบุรี 72160,ตลาด   ,57,035505334
329,<blank>,รับจัดดอกไม้,พุทธหอม ร้านดอกไม้,<blank>,ทำการทุกวัน 05:00-21:00,<blank>,ระยอง   ,ปลวกแดง   ,174/9 หมู่ 6   ตำบลมาบยางพร อำเภอปลวกแดง ระยอง 21140,มาบยางพร,12,038891616
330,<blank>,ขายดอกไม้ จัดกระเช้า,ร้าน ดอกไม้น้ำมนต์ ตลาดสดรังสิต,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,ปทุมธานี   ,ธัญบุรี   ,238 หมู่ 2 ตลาดรังสิต  รังสิต-ปทุม ตำบลประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130,รังสิต   ,4,"029590290,029590527,0891308232"
331,<blank>,ร้านดอกไม้,ร้าน เลอบูเก้ทูยู,<blank>,ทำการทุกวัน 08:30-20:00,<blank>,กรุงเทพมหานคร,บางกอกน้อย   ,1/27  บรมราชชนนี แขวงอรุณอมรินทร์ เขตบางกอกน้อย กทม 10700,อรุณอมรินทร์   ,1,028846488
332,<blank>,รับจัดดอกไม้ทั้งในและนอกสถานที,ร้าน อ้อดอกไม้สด,<blank>,ทำการทุกวัน 06:30-22:00,<blank>,ร้อยเอ็ด   ,เมืองร้อยเอ็ด   ,28-30  ประชาธรรมรักษ์ ตำบลในเมือง อำเภอเมืองร้อยเอ็ด ร้อยเอ็ด 45000,ในเมือง   ,33,"0899431259,043515751"
333,<blank>,รับจัดดอกไม้สด ดอกไม้ประดิษฐ์ ช่อ กระเช้า แจกัน พวงหรีด จำหน่ายดอกไม้ประดิษฐ์ และวัสดุอุปกรณ์สำหรับงานประดิษฐ์,ร้าน งานฝีมือดอกไม้,<blank>,ทำการทุกวัน 08:30-20:00,<blank>,สงขลา   ,หาดใหญ่   ,186  พลพิชัย ตำบลหาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110,หาดใหญ่ ,70,"0892970573,074424834"
334,<blank>,<blank>,ระฆังทอง ร้านดอกไม้,<blank>,จันทร์-ศุกร์ 08:00-17:00 เสาร์ 08:00-17:00,<blank>,ฉะเชิงเทรา   ,เมืองฉะเชิงเทรา   ,315  มหาจักรพรรดิ์ ตำบลหน้าเมือง อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,หน้าเมือง,15,038511364
335,<blank>,จัดช่อ กระเช้า แจกัน พานพุ่ม มาลัย งานใบตอง ซุ้มดอกไม้ พวงหรีด จัดดอกไม้งานแต่ง งานบวช งานศพ งานพิธีต่างๆ งาน Event,ร้านดอกไม้สด เฟรช-ฟลาวเวอร์,http://www.freshflower.myreadyweb.com,ทำการทุกวัน 08:30-19:30,<blank>,กรุงเทพมหานคร,บางเขน   ,155 ซอยคู้บอน 27 รามอินทรา แขวงท่าแร้ง เขตบางเขน กทม 10220,ท่าแร้ง,1,029434024
336,<blank>,ตรงข้ามโรงเรียนศรีสังวาลย์ รับจัดดอกไม้,ท๊อปฟลอริส,<blank>,ทำการทุกวัน 08:00-20:00,<blank>,นนทบุรี   ,ปากเกร็ด   ,98/23  ติวานนท์ ตำบลปากเกร็ด อำเภอปากเกร็ด นนทบุรี 11120,ปากเกร็ด   ,3,029611641
337,<blank>,รับจัดดอกไม้,ยิปโซฟิลล่า,http://www.gypsophilla.com,ทำการทุกวัน 08:00-20:00,<blank>,เพชรบุรี   ,เมืองเพชรบุรี   ,179  มาตยาวงศ์ ตำบลท่าราบ อำเภอเมืองเพชรบุรี เพชรบุรี 76000,ท่าราบ,61,"032425710,0867118624"
338,<blank>,<blank>,ทิพย์วงศ์ ร้านดอกไม้,<blank>,<blank>,<blank>,กรุงเทพมหานคร,ราษฎร์บูรณะ   ,59/1 หมู่ 3  สุขสวัสดิ์ แขวงบางปะกอก เขตราษฎร์บูรณะ กทม 10140,บางปะกอก   ,1,0871149192
339,<blank>,รับจัดดอกไม้ตามงาน,ร้าน วรรัตน์ฟลาวเวอร์,<blank>,ทำการทุกวัน 08:00-20:00,nanonai50@gmail.com,กรุงเทพมหานคร,จอมทอง   ,40/363  หมู่บ้านอมรชัย 1 ซอย 36 พระราม 2 แขวงบางมด เขตจอมทอง กทม 10150,บางมด   ,1,0817146482
340,<blank>,<blank>,ป๊อบ ฟลาวเวอร์,<blank>,<blank>,<blank>,สมุทรสาคร   ,เมืองสมุทรสาคร   ,99/223  พระราม 2 ตำบลพันท้ายนรสิงห์ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,สิงห์   ,59,034425023
341,<blank>,รับจัดดอกไม้,ฟราแกรน ฟลอรีสท์,<blank>,ทำการทุกวัน 00:00-24:00,<blank>,กรุงเทพมหานคร,ลาดพร้าว,1/171 ซอยยุพินดวงศิริ ลาดพร้าว แขวงลาดพร้าว เขตลาดพร้าว กทม 10230,ลาดพร้าว,1,"0857144411,0857124004"
342,<blank>,รับจัดดอกไม้สด จัดดอกไม้ในงานต่างๆ ทั้งในและนอกสถานที่,ราชาวดี ร้านดอกไม้,http://www.flowerbythailand.com,ทำการทุกวัน 08:00-24:00,<blank>,กรุงเทพมหานคร,ดุสิต,100  พิชัย แขวงดุสิต เขตดุสิต กทม 10300,ดุสิต   ,1,026692304
343,<blank>,รับจัดดอกไม้สด ช่อดอกไม้ พวงหรีด และบริการจัดส่งในพื้นที่ใกล้เคียง,ร้าน อรพิน ฟลาวเวอร์,<blank>,ทำการทุกวัน 07:30-18:30,<blank>,ระยอง   ,เมืองระยอง   ,99/1 หมู่ 2   ตำบลเพ อำเภอเมืองระยอง ระยอง 21160,เพ,12,"038652732,0815906562"
344,029728793,บริการจัดส่งดอกไม่ทั่วประเทศ,เดอะ ฟลาวเวอร์ แฟคทอรี่,http://www.02aflower.com,ทำการทุกวัน 08:00-20:00,<blank>,กรุงเทพมหานคร,บางเขน   ,249/14  พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กทม 10220,อนุสาวรีย์,1,022356937
345,<blank>,"รับจัดช่อ, กระเช้า, แจกัน, พวงหรีดดอกไม้สด รวมทั้งงานพิธีต่างๆ ทั้งในและนอกสถานที่",น้อยดอกไม้สด,http://www.khonkaen-flower.com,ทำการทุกวัน 07:00-19:00,<blank>,ขอนแก่น   ,เมืองขอนแก่น   ,582/25  กลางเมือง ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น 40000,ในเมือง   ,28,"043322625,0877777747"
346,<blank>,จำหน่ายและรับจัดดอกไม้สด ดอกไม้ประดิษฐ์,ฟอร์เก็ตมีน็อต บาย พงศพัศ,<blank>,ทำการทุกวัน 07:30-20:00,<blank>,นครสวรรค์   ,เมืองนครสวรรค์   ,210  สวรรค์วิถี ตำบลปากน้ำโพ อำเภอเมืองนครสวรรค์ นครสวรรค์ 60000,ปากน้ำ   ,47,"056225445,0806041000"
347,<blank>,"จำหน่ายบายศรีผ้า,บายศรีงานพิธีต่างๆ",บายศรีผ้าประทานพร,<blank>,ทำการทุกวัน 08:00-17:00,<blank>,ลำปาง   ,เมืองลำปาง,301/126 หมู่ 5   ตำบลพิชัย อำเภอเมืองลำปาง ลำปาง 52000,พิชัย,40,"054382532,0814725495"
348,<blank>,<blank>,ร้าน ศิริมิตร,<blank>,ทำการทุกวัน 07:00-17:00,<blank>,พระนครศรีอยุธยา   ,พระนครศรีอยุธยา   ,103 หมู่ 9 ตลาดหัวรอ   ตำบลหัวรอ อำเภอเมืองพระนครศรีอยุธยา พระนครศรีอยุธยา 13000,หัวรอ   ,5,035251928
349,<blank>,<blank>,ร้าน จันทร์ฉาย,<blank>,ทำการทุกวัน 07:00-19:30,<blank>,ชลบุรี   ,เมืองชลบุรี   ,179/83 หมู่ 5 หมู่บ้านกีรติธานี ซอย 7-9  ตำบลบ้านสวน อำเภอเมืองชลบุรี ชลบุรี 20000,บ้านสวน   ,11,038285461
350,<blank>,<blank>,สังเวียน สำเภาทิพย์ แผง,<blank>,ทำการทุกวัน 04:00-19:00,<blank>,ราชบุรี   ,บ้านโป่ง   ,ตำบลบ้านโป่ง อำเภอบ้านโป่ง ราชบุรี 70110,บ้านโป่ง,55,032221335
351,<blank>,ดอกไม้หีบศพ,แดงออร์คิด,<blank>,ทำการทุกวัน 06:00-22:00,<blank>,ปราจีนบุรี   ,เมืองปราจีนบุรี   ,43-49  แก้วพิจิตร ตำบลหน้าเมือง อำเภอเมืองปราจีนบุรี ปราจีนบุรี 25000,หน้าเมือง,16,037211971
352,<blank>,"ทำพานขันหมาก,พานสินสอดทองหมั้น,พานแหวน,พานธูปเทียนแพงานมงคลสมรส",ร้าน สายสุนีย์,http://www.crtfurniture.com,<blank>,chaowarattiprat@yahoo.com,กรุงเทพมหานคร,ลาดพร้าว,ตลาดโชคชัย 4  ถนนลาดพร้าว แขวงลาดพร้าว เขตลาดพร้าว กทม 10230,ลาดพร้าว,1,0837819123
353,<blank>,<blank>,ร้าน ดวงพร,<blank>,ทำการทุกวัน 08:00-17:00,<blank>,ชัยภูมิ   ,โนนม่วง,583ก  โนนม่วง   ชัยภูมิ 0,โนนม่วง,25,044821686
354,027144182,จำหน่ายและรับจัดดอกไม้ทั้งในและนอกสถานที่ งานพิธีต่างๆ และบริการส่ง ค่าจัดส่งคิดตามระยะทางที่ตกลงกับทางร้าน,ช่อม่วง บ้านไม้ดอก,http://www.flowerthail.com,ทำการทุกวัน 07:00-21:00,ping@flowerthai.com,กรุงเทพมหานคร,วัฒนา   ,13/3  สุขุมวิท 55 แขวงพระโขนงเหนือ เขตวัฒนา กทม 10110,พระโขนงเหนือ   ,1,"023919615,023900396"
355,<blank>,รับจัดดอกไม้สดและแห้ง,สอาด เนิสเซอรี่,<blank>,ทำการทุกวัน 08:00-21:00,<blank>,กรุงเทพมหานคร,ดุสิต   ,237/6  ราชวิถี แขวงสวนจิตรลดา เขตดุสิต กทม 10300,สวนจิตรลดา   ,1,"022412740,022412557"
356,<blank>,จำหน่ายและรับจัดดอกไม้สด แห้ง พวงหรีด รับทั้งในและนอกสถานที่ งานพิธีต่างๆ และบริการส่ง,ร้าน สัณฑมาศ,<blank>,ทำการทุกวัน 08:00-19:30,<blank>,กรุงเทพมหานคร,บางเขน   ,32/6-7 หมู่ 6  พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กทม 10220,อนุสาวรีย์,1,"025213316,025522915-6"
357,<blank>,รับจัด ดอกไม้ สด แห้ง,ติ๋ม ร้านดอกไม้,<blank>,<blank>,<blank>,สุราษฎร์ธานี   ,เมืองสุราษฎร์ธานี   ,6/2  ปรีดาราษฎร์ ตำบลตลาด อำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี 84000,ตลาด   ,67,077281304
358,<blank>,รับจัด ดอกไม้ สด แห้ง,ติ๋ม ร้านดอกไม้,<blank>,<blank>,<blank>,สุราษฎร์ธานี   ,เมืองสุราษฎร์ธานี,262  หน้าเมือง   สุราษฎร์ธานี 84000,หน้าเมือง,67,077286584
359,<blank>,รับจัด ดอกไม้ สด แห้ง,ติ๋ม ร้านดอกไม้,<blank>,<blank>,<blank>,สุราษฎร์ธานี   ,เมืองสุราษฎร์ธานี   ,6/2  ปรีดาราษฎร์ ตำบลตลาด อำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี 84000,ตลาด   ,67,"077281304,077286584"
360,<blank>,<blank>,ร้าน นำเจริญ,<blank>,ทำการทุกวัน 06:00-20:00,<blank>,มหาสารคาม   ,เมืองมหาสารคาม   ,80  ศรีราชวงศ์ ตำบลตลาด อำเภอเมืองมหาสารคาม มหาสารคาม 44000,ตลาด   ,32,043711560
361,<blank>,ขายดอกไม้ รับจัดดอกไม้,พรรณี เอี่ยมมี แผง,<blank>,ทำการทุกวัน 05:00-19:00,<blank>,ลพบุรี   ,บ้านหมี่   ,ถนนปิยะบุตร ตำบลบ้านหมี่ อำเภอบ้านหมี่ ลพบุรี 15110,บ้านหมี่   ,7,"036471698,036629037"
362,<blank>,จำหน่ายและรับจัดดอกไม้ ทั้งในและนอกสถานที่,พวงน้อย ปลูกผลงาม แผง,<blank>,จันทร์-ศุกร์ 07:00-19:00 เสาร์ 07:00-19:00,<blank>,กรุงเทพมหานคร,บางรัก   ,5-6  ตลาดเก่าสีลม  สีลม แขวงสีลม เขตบางรัก กทม 10500,ตลาด   ,1,022353385
363,<blank>,ขายต้นไม้ประดับ,ร้าน ดอกบัว,<blank>,ทำการทุกวัน 08:00-18:00,<blank>,นครราชสีมา   ,เมืองนครราชสีมา   ,99 หมู่ 7  มิตรภาพ ตำบลโคกกรวด อำเภอเมืองนครราชสีมา นครราชสีมา 30280,มิตรภาพ   ,19,044291254
364,<blank>,ขายต้นไม้ประดับ,ร้าน ดอกบัว,<blank>,ทำการทุกวัน 08:00-18:00,<blank>,นครราชสีมา   ,เมืองนครราชสีมา   ,ถนนโยธา ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000,ในเมือง   ,19,044256400
365,<blank>,ดอกไม้แห้ง-สด,ร้าน สุขสมใจ,<blank>,ทำการทุกวัน 06:00-19:00,<blank>,ราชบุรี   ,ดำเนินสะดวก   ,285/9 หมู่ 8   ตำบลดำเนินสะดวก อำเภอดำเนินสะดวก ราชบุรี 70130,ดำเนินสะดวก,55,"032241205,032254205,032253205"
366,<blank>,ดอกไม้สด,นันทพร วิจิตรกุลวงศา แผง,<blank>,ทำการทุกวัน 08:00-21:00,<blank>,กรุงเทพมหานคร,คลองสาน,146/2  ลาดหญ้า แขวงคลองสาน เขตคลองสาน กทม 10600,คลองสาน   ,1,"024379284,024391446"
367,023918754,จำหน่ายและรับจัดดอกไม้ พวงหรีด ทั้งในและ นอกสถานที่ งานพิธีต่างๆ บริการส่ง,ร้าน วรการ ช เนอร์สเซอรี่,<blank>,ทำการทุกวัน 00:00-24:00,<blank>,กรุงเทพมหานคร,วัฒนา   ,88/17 ซอยทองหล่อ สุขุมวิท 55 แขวงพระโขนงเหนือ เขตวัฒนา กทม 10110,พระโขนงเหนือ   ,1,"023912727,023922884,023918753"
368,023912693,ขายดอกไม้,ร้าน จิปาถะ,<blank>,จันทร์-ศุกร์ 06:30-20:00 เสาร์ 06:30-20:00 อาทิตย์ 07:00-19:00,<blank>,กรุงเทพมหานคร,คลองเตย,160/7 ซอยทองหล่อ 6 สุขุมวิท แขวงพระโขนง เขตคลองเตย กทม 10110,พระโขนง   ,1,"023924065,023912693,027138476"
369,<blank>,รับจัดดอกไม้ตามสั่ง,ร้าน จิน จิน,<blank>,ทำการทุกวัน 06:00-22:00,<blank>,น่าน   ,เมืองน่าน,56/4  หน่อคำ   น่าน 0,หน่อคำ,43,054710921
370,<blank>,ดอกไม้-ขายปลีกและรับจัด,แคทลียา,<blank>,จันทร์-ศุกร์ 08:30-17:30 เสาร์ 08:30-17:30 อาทิตย์ 08:30-12:00,<blank>,สงขลา   ,หาดใหญ่   ,248/10-11  ศุภสารรังสรรค์  อำเภอหาดใหญ่ สงขลา 90110,หาดใหญ่   ,70,"074342656,074234200"
371,<blank>,<blank>,สมคิด ธรรมสถิตย์กุล แผง,<blank>,ทำการทุกวัน 05:30-15:00,<blank>,กรุงเทพมหานคร,บางกะปิ,133  ตลาดแฮปปี้แลนด์   แขวงคลองจั่น เขตบางกะปิ กทม 10240,ตลาด   ,1,023772870
372,029133632,ขายดอกไม้สดและประดิษฐ์ โคมไฟหินเกลือ,บริษัท โซเฟรซ จำกัด,http://www.artofflower.com,ทำการทุกวัน 09:00-18:00,chara@artofflower.com,กรุงเทพมหานคร,บางซื่อ   ,109 หมู่ 3 ซอยโชติวัฒน์ ประชาชื่น แขวงบางซื่อ เขตบางซื่อ กทม 10800,บางซื่อ   ,1,"025869593,025879713,029133631"
373,<blank>,บริการจัดส่งดอกไม้สำหรับทุกโอกาส เช่น วาเลนไทน์ วันเกิด แสดงยินดี ดอกไม้เจ้าส่าว เยี่ยมไข้ รับปริญญา วันพ่อ วันแม่ ปีใหม่ แสดงความไว้อาลัย พวงหรีด พวงมาลา จัดในรูปแบบช่อ ตระกร้า แจกัน ส่งโดยตรงจากกรุงเทพถึงทั่วไทย ในวันรุ่งขึ้น บริการตลอด 24 ชั่วโมง,บริษัท มิสลิลลี่ ฟลาวเวอร์ จำกัด,http://www.misslily.com,ทำการทุกวัน 24 ชม. 00:00-00:00,contact@misslily.com,กรุงเทพมหานคร,บางเขน   ,81/25 หมู่ 4 ซอยรามอินทรา 21  แขวงอนุสาวรีย์ เขตบางเขน กทม 10220,อนุสาวรีย์,1,"029708000,029707583,029709098,029709112-5,029004000,029005644-8,029004302-20,029004322,029708118,025218383,025227300-13"
374,026449437,รับจัดดอกไม้ตามงานต่างๆ บริการส่งดอกไม้,บริษัท ปาโว จำกัด,http://www.sakulflowers.com,จันทร์-ศุกร์ 09:00-17:00 เสาร์ 09:00-17:00,<blank>,กรุงเทพมหานคร,พญาไท   ,52/1  ราชวิถี 2 แขวงสามเสนใน เขตพญาไท กทม 10400,สามเสนใน   ,1,"026449438,026449640"
375,<blank>,รับจัดดอกไม้ตามงานต่างๆ จัดพวงหรีด และจำหน่ายดอกไม้สด บริการส่ง,สมหมาย พรมมิ แผง,<blank>,ทำการทุกวัน 07:00-20:00,<blank>,ปทุมธานี   ,ธัญบุรี   ,142  ตลาดสดหวั่งหลีรังสิต  รังสิต-ปทุมธานี ตำบลประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130,รังสิต   ,4,029590439
376,<blank>,จำหน่ายและรับจัดดอกไม้ ทั้งในและนอกสถานที่,บาย ฟลาวเวอร์,<blank>,ทำการทุกวัน 08:00-22:00,<blank>,กรุงเทพมหานคร,บางรัก,ศูนย์การค้าสีลมคอมเพล็กซ์  ถนนสีลม แขวงสีลม เขตบางรัก กทม 10500,บางรัก   ,1,026320191
377,<blank>,<blank>,แมวดอกไม้สด,<blank>,ทำการทุกวัน 06:00-18:00,<blank>,อุบลราชธานี   ,เมืองอุบลราชธานี   ,ตลาดสดเทศบาล 2  ถนนพิชิตรังสรรค์  อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000,ตลาด   ,23,045240764
378,<blank>,ขายดอกไม้,เล็ก อังศุภากร แผง,<blank>,ทำการทุกวัน 06:00-20:00,<blank>,นครปฐม   ,เมืองนครปฐม   ,31  ตลาดเทศบาล   ตำบลพระปฐมเจดีย์ อำเภอเมืองนครปฐม นครปฐม 73000,ตลาด   ,58,034272915
379,<blank>,จำหน่ายจัดดอกไม้,ไลอาทริส ร้านดอกไม้,<blank>,ทำการทุกวัน 08:00-21:00,<blank>,สงขลา   ,หาดใหญ่   ,145/27  ประชาธิปัตย์ ตำบลหาดใหญ่ อำเภอหาดใหญ่ สงขลา 94000,ประชาธิปัตย์   ,70,074235025
380,038426209,รับจัดดอกไม้สด แห้ง พวงหรีด รับจัดดอกไม้นอกสถานที่ บริการจัดส่งฟรี ภายในอำเภอบางละมุง,ร้าน กระเช้าสีดา,<blank>,จันทร์-ศุกร์ 08:00-20:00 เสาร์ 08:00-20:00,<blank>,ชลบุรี   ,หนองปรือ   ,20/160  พัทยาใต้ ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี 20150,บางละมุง   ,11,038425053
381,<blank>,จำหน่ายดอกไม้สดและดอกไม้แห้ง,วิเชียร นุ่มพยา แผง,<blank>,ทำการทุกวัน 07:00-18:00,<blank>,กรุงเทพมหานคร,พระนคร,84  ตลาดส่งเสริมเกษตรไทย  บ้านหม้อ แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,บ้านหม้อ   ,1,022244789
382,<blank>,"ดอกไม้สด, แห้งและรับจัด",ร้าน บ้านดอกไม้,<blank>,ทำการทุกวัน 07:00-17:00,<blank>,สุรินทร์   ,เมืองสุรินทร์   ,612  หลักเมือง ตำบลในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000,ในเมือง   ,21,044518578
383,026610426,จำหน่ายและรับจัดดอกไม้สด จัดพวงหรีด จัดตามงานพิธีต่างๆ ทั้งในและนอกสถานที่ บริการส่ง,ร้าน เซ็นท์ ออฟ ฟลาวเวอร์,<blank>,จันทร์-ศุกร์ 08:00-18:00 เสาร์ 08:00-18:00,ksuvacux@hotmail.com,กรุงเทพมหานคร,คลองเตย,99/358 ซอย 24 สุขุมวิท แขวงคลองเตย เขตคลองเตย กทม 10110,คลองเตย   ,1,"026610425,022629472"
384,<blank>,จำหน่ายดอกไม้สดและแห้ง,ร้าน ฉัตรเฉลิมพล บุศยกุล พล ต,<blank>,ทำการทุกวัน 08:00-21:00,<blank>,กรุงเทพมหานคร,พญาไท   ,206  พหลโยธิน แขวงสามเสนใน เขตพญาไท กทม 10400,สามเสนใน   ,1,"022797936,022795180"
385,<blank>,ขายดอกไม้ และจัดดอกไม้,อัมพร เล้าศรี แผง,<blank>,ทำการทุกวัน 04:00-18:00,<blank>,สระบุรี,พระพุทธบาท   ,ตลาดนิคม   ตำบลธารเกษม อำเภอพระพุทธบาท สระบุรี 18120,ธารเกษม   ,10,036268725
386,<blank>,จัดดอกไม้ แห้ง สด พวงหรีด สังฆภัณฑ์,ร้าน ปรียาภรณ์,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,นครปฐม   ,กำแพงแสน   ,108/10 หมู่ 1   ตำบลกำแพงแสน อำเภอกำแพงแสน นครปฐม 73140,กำแพงแสน,58,"034282438,0814389555"
387,<blank>,จำหน่ายดอกไม้สด-แห้งและรับจัด,ดอกไม้ - ใบหญ้า,<blank>,ทำการทุกวัน 10:00-19:00,<blank>,ชุมพร   ,เมืองชุมพร   ,67/5  ประชาอุทิศ ตำบลท่าตะเภา อำเภอเมืองชุมพร ชุมพร 86000,ท่าตะเภา,69,077571749
388,<blank>,"จำหน่ายดอกไม้, รับจัดดอกไม้",วรัญญาฟลอริสท์,<blank>,จันทร์-ศุกร์ 08:00-17:00 เสาร์ 08:00-17:00,<blank>,ปัตตานี   ,เมืองปัตตานี ,41  มะกรูด ตำบลสะบารัง อำเภอเมืองปัตตานี ปัตตานี 94000,สะบารัง,74,073337663
389,<blank>,<blank>,ร้าน ดอกไม้เบญจรงค์,<blank>,<blank>,<blank>,กรุงเทพมหานคร,บางซื่อ   ,บิ๊กซี วงศ์สว่าง  ถนนพิบูลสงคราม แขวงบางซื่อ เขตบางซื่อ กทม 10800,บางซื่อ   ,1,"025872052-4,025872056-64"
390,<blank>,จำหน่ายและรับจัดดอกไม้ทุกชนิด ในโอกาสต่าง ๆ จัดนอกสถานที่ งานพิธีต่าง บริการจัดส่ง,ฟลาวเวอร์ วัลเล่ย์,<blank>,จันทร์-ศุกร์ 11:00-21:00 เสาร์ 10:00-21:00 อาทิตย์ 10:00-21:00,<blank>,กรุงเทพมหานคร,ยานนาวา   ,79/29  เซ็นทรัลพระราม 3  สาธุประดิษฐ์ แขวงช่องนนทรี เขตยานนาวา กทม 10120,ยานนาวา   ,1,026736179
391,<blank>,ดอกไม้สด ดอกไม้ประดิษฐ์,โอเอซีส ร้านดอกไม้,<blank>,ทำการทุกวัน 06:30-20:00,<blank>,นนทบุรี   ,ปากเกร็ด   ,55/430  หมู่บ้านเมืองทองธานี  บอนด์สตรีท ตำบลบางพูด อำเภอปากเกร็ด นนทบุรี 11120,บางพูด   ,3,025034248
392,022113422,รับจัดดอกไม้ ทุกชนิด รับจัดนอกสถานที่ งานพิธีต่าง ๆ บริการจัดส่งทั่วกรุงเทพ และปริมณฑล,ร้าน สุวรรณ์ศิลป์ กนกพร,<blank>,ทำการทุกวัน 06:30-20:00,<blank>,กรุงเทพมหานคร,บางคอแหลม   ,184/4 ซอย 55 ถนนจันทน์ แขวงวัดพระยาไกร เขตบางคอแหลม กทม 10120,วัดพระยาไกร   ,1,026751392
393,<blank>,บริการจัดช่อดอกไม้ กระเช้า แบบแจกัน และคิดค่าบริการส่งตามระยะทาง,ใบเงินฟลอริสท์,<blank>,ทำการทุกวัน 08:00-20:00,<blank>,กรุงเทพมหานคร,บางเขน   ,32/9  พหลโยธิน 55 แขวงอนุสาวรีย์ เขตบางเขน กทม 10220,อนุสาวรีย์,1,025211854
394,<blank>,"ร้านดอกไม้ จำหน่าย และจัดนอกสถานที่, แจกัน, ช่อดอกไม้",ฟลอร่า คิงส์ ร้านดอกไม้,<blank>,จันทร์-ศุกร์ 07:00-19:00 เสาร์ 07:00-19:00,florakings@hotmail.com,กรุงเทพมหานคร,บางเขน   ,249/16 หมู่ 6  พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กทม 10220,อนุสาวรีย์,1,"025216346,029728833"
395,<blank>,"รับจัดและจำหน่ายดอกไม้สด,ประดิษฐ์ ออกแบบตกแต่งสถานที่ประกอบพิธี",บุปผา ฟลาวเวอร์,<blank>,ทำการทุกวัน 07:30-20:00,<blank>,กรุงเทพมหานคร,บางเขน   ,249/17  พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กทม 10220,อนุสาวรีย์,1,"025526720,029860809"
396,<blank>,"รับจัดและจำหน่ายดอกไม้สด,ประดิษฐ์ ออกแบบตกแต่งสถานที่ประกอบพิธี",บุปผา ฟลาวเวอร์,<blank>,ทำการทุกวัน 07:30-20:00,<blank>,กรุงเทพมหานคร,จตุจักร,32/5  เทศบาลสงเคราะห์ แขวงลาดยาว เขตจตุจักร กทม 10900,ลาดยาว,1,029543564
397,<blank>,"ดอกไม้สด, ดอกไม้แห้ง, ดอกไม้ประดับ และรับงานนอกสถานที่",บ้านดอกไม้สวย,<blank>,ทำการทุกวัน 07:00-20:00,<blank>,ลพบุรี   ,เมืองลพบุรี   ,88/1  นารายณ์มหาราช ตำบลทะเลชุบศร อำเภอเมืองลพบุรี ลพบุรี 15000, ทะเลชุบศร   ,7,"036626266,036421599,0867109251"
398,<blank>,<blank>,ประคอง พันธ์สุข แผง,<blank>,ทำการทุกวัน 05:00-20:00,<blank>,อุบลราชธานี   ,พิบูลมังสาหาร   ,ตลาดพิบูล   ตำบลพิบูล อำเภอพิบูลมังสาหาร อุบลราชธานี 34110,ตลาด   ,23,045442114
399,026292581,รับจัดดอกไม้สด พวงหรีด ทั้งในและนอก สถานที่ มีบริการรับส่ง บริเวณใกล้เคียง,ร้าน ดอกไม้ป้าเยาว์,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,กรุงเทพมหานคร,พระนคร,196  พระสุเมรุ แขวงตลาดยอด เขตพระนคร กทม 10200,ตลาด   ,1,022817597
400,<blank>,จำหน่ายและรับจัดดอกไม้สด แห้ง ทั้งในและ นอกสถานที่ ตามงานพิธีต่างๆ และบริกาส่ง,ร้าน ทรัพย์เอ็น,<blank>,ทำการทุกวัน 07:30-20:00,<blank>,กรุงเทพมหานคร,คลองเตย,994  สุขุมวิท แขวงพระโขนง เขตคลองเตย กทม 10110,พระโขนง   ,1,"023928043,027124160,0898282396"
401,<blank>,ดอกไม้-ขายปลีก รับจัดดอกไม้ ทั้งในและนอกสถานที่ มีบริการส่งบริเวณ กรุงเทพฯ และปริมณฑล,ภาวิณี ร้านดอกไม้,<blank>,ทำการทุกวัน 07:00-21:00,<blank>,กรุงเทพมหานคร,บางซื่อ   ,166/10  ประชาราษฎร์ 2 แขวงบางซื่อ เขตบางซื่อ กทม 10800,บางซื่อ   ,1,"025877804,029129148"
